0,34,43014,3,9013,6,11074,4,4311472,137,2,128,4,102,5,123,2,13,6,9,15,10,11,5,2
1,28,20054,3,1022,0,18073,1,2500863,107,0,105,10,123,4,206,0,5,14,10,5,12,15,24,11
2,19,35012,3,42013,7,28094,8,3002151,137,4,102,5,206,5,206,10,9,24,18,14,4,9,13,25
3,44,34084,0,32034,0,36074,9,4312783,119,2,123,10,128,8,105,6,13,13,18,13,13,1,9,26
4,37,12034,1,25024,6,34022,1,5600519,107,9,119,0,125,5,128,9,26,18,13,26,28,18,2,13
5,42,51064,3,46012,5,51064,6,3001764,125,2,123,0,102,6,104,0,2,22,29,18,15,24,28,15
6,27,50154,9,59064,1,53044,9,4314130,123,9,105,9,104,10,104,9,11,2,18,28,11,18,15,12
7,28,57013,6,53104,6,47054,10,4001577,119,6,128,2,105,5,103,0,23,20,28,27,18,28,13,6
8,41,20024,4,7054,2,36034,10,4311835,101,0,101,3,125,3,123,10,12,15,25,29,17,11,14,13
9,35,51064,1,50154,5,12064,9,4312630,103,7,137,0,107,5,123,6,28,9,12,18,13,22,18,6
10,19,10064,6,15074,2,9013,8,4312892,107,7,128,3,103,1,125,1,7,12,22,25,7,13,28,1
11,39,35084,2,33013,2,19072,8,2500865,128,8,104,5,206,3,104,6,7,15,23,12,4,5,13,10
12,33,35084,2,22063,9,57013,3,5600432,103,2,125,0,103,10,105,0,21,18,11,26,2,15,1,1
13,38,39013,8,34022,4,32023,4,5601142,206,4,206,10,107,10,107,8,18,21,24,4,29,18,21,27
14,29,50032,8,23013,6,26014,9,4313505,101,9,104,6,107,4,103,1,9,4,18,7,23,7,18,18
15,41,21014,2,16033,3,22063,7,3002564,104,6,123,10,123,4,123,5,17,2,27,23,13,8,18,7
16,45,26014,10,34022,1,18043,8,3001605,105,10,137,3,137,6,104,2,13,24,11,5,22,26,7,24
17,43,34063,8,3012,10,9023,5,3002781,206,3,104,1,104,2,105,6,17,23,13,11,24,13,22,23
18,20,42023,9,56024,2,52023,1,3002933,104,7,103,10,107,1,105,0,2,11,11,29,18,1,14,10
19,37,11033,2,13033,2,22093,0,4311351,125,3,128,3,102,10,107,2,27,22,22,4,25,17,28,23
20,22,15063,5,17024,5,51012,4,3003061,119,0,105,6,105,9,128,0,14,18,9,12,18,21,26,14
21,21,19072,9,11104,9,29023,2,4312211,102,2,125,6,103,9,206,7,1,14,17,18,10,12,2,24
22,40,15063,3,1022,3,32023,5,4312535,206,6,105,7,105,8,119,10,27,28,14,18,15,13,4,23
23,34,17034,4,37013,1,50124,8,4313424,128,10,123,5,206,3,101,9,14,18,22,26,20,27,21,4
24,19,6034,2,48024,9,30033,8,3002092,105,7,206,4,206,9,104,0,7,21,5,7,13,13,12,8
25,21,52062,4,39024,0,3034,2,3002506,125,5,123,8,137,10,107,4,2,23,15,2,8,22,25,4
26,40,48034,0,23034,1,33013,5,4314676,119,1,105,1,119,10,107,6,25,17,14,18,5,24,6,27
27,29,20013,0,4034,8,28013,2,5310533,107,10,128,8,102,4,119,4,18,25,14,24,18,5,27,14
28,29,22133,10,11094,4,8044,10,4312221,102,0,119,9,105,0,137,9,1,24,18,22,3,13,11,22
29,45,12013,2,49024,9,22084,0,4313471,103,1,123,2,101,7,102,7,5,7,2,23,22,11,13,3
30,29,10444,7,20054,4,22133,0,5311607,101,5,137,1,123,9,125,3,5,25,9,3,2,13,20,3
31,26,46043,3,32064,9,36074,10,5310576,104,1,137,5,107,6,137,4,17,14,25,14,1,23,6,5
32,25,20054,0,10034,6,46012,7,5311239,128,8,102,3,125,4,107,9,6,25,28,27,6,1,6,3
33,21,15074,7,20083,5,52074,8,4312659,107,8,137,7,206,1,103,6,6,17,26,22,25,1,3,20
34,36,3064,7,39034,2,27024,8,2501976,123,3,123,1,104,10,137,10,26,1,14,25,27,12,17,7
35,21,33044,9,18073,2,3064,8,2501035,107,10,123,1,128,5,107,4,11,26,21,2,7,15,24,3
36,35,10054,2,33034,0,55054,10,3001015,123,7,128,6,206,3,206,7,15,4,12,24,9,25,27,13
37,19,22123,8,19022,3,22052,4,2502791,107,0,104,6,123,2,104,10,7,3,4,26,23,12,27,4
38,36,36054,10,11094,5,37042,10,2502154,102,9,103,4,101,7,137,6,1,18,23,1,15,1,9,26
39,33,50164,1,19062,1,51054,9,2500027,101,5,137,1,101,6,137,6,28,3,21,18,20,22,9,1
40,20,12044,3,10054,10,12044,4,3002869,119,10,128,4,137,6,102,3,17,14,7,29,23,28,9,10
41,26,42033,6,15014,1,12054,7,5310206,119,3,102,9,119,2,102,6,22,5,28,15,12,18,29,23
42,43,37064,7,17034,8,28054,9,4311386,107,0,101,7,123,1,107,8,29,21,5,5,24,3,9,29
43,20,55054,6,35064,1,52,4,3001720,137,10,128,0,107,7,101,6,20,27,27,15,8,6,28,2
44,23,50124,7,12044,0,52052,7,4312582,125,1,137,5,125,2,105,9,7,13,15,12,24,24,26,11
45,21,55054,4,16033,3,3034,4,3002858,102,1,105,1,102,9,107,4,10,20,5,10,29,20,20,17
46,28,24014,5,2012,6,24034,3,3001669,102,9,123,8,137,9,123,9,11,11,17,23,27,8,1,18
47,30,42033,10,33013,5,58023,10,4313811,103,2,105,8,125,1,105,5,25,24,4,14,20,20,18,25
48,43,56013,5,52052,10,37024,8,4312230,206,8,123,3,104,3,102,10,1,8,22,25,21,4,5,23
49,24,52052,3,53023,4,53054,6,5600486,123,4,101,4,123,1,102,7,18,3,24,18,11,26,5,20
50,28,58013,6,1032,2,11012,7,4313337,102,4,125,2,119,2,137,2,5,28,18,21,18,25,3,1
51,18,53054,8,12064,3,22012,4,4313670,107,4,125,1,101,4,107,9,14,26,8,6,8,10,28,24
52,20,34084,5,45022,0,24034,10,5600475,107,10,206,7,103,6,104,8,10,12,7,22,5,18,11,22
53,45,32054,8,22,9,28082,9,5310305,119,10,103,3,119,0,105,8,22,24,1,27,18,12,26,20
54,25,46034,8,19022,6,56053,6,3002967,101,9,105,7,103,9,104,7,5,14,9,4,20,15,23,6
55,27,6054,9,50012,5,34022,5,3000898,104,2,103,1,105,8,119,2,4,27,27,14,10,5,15,9
56,23,46022,2,8064,2,43014,3,4001740,125,6,128,4,128,9,125,2,3,27,17,10,11,21,25,28
57,31,58044,10,32034,7,58034,1,3000699,125,4,105,7,102,8,123,2,29,25,11,13,26,10,10,29
58,25,30012,1,17014,2,1063,4,2500823,128,9,137,0,101,3,102,2,3,21,17,5,24,8,25,29
59,44,50042,1,59074,4,28074,1,2500005,102,5,101,0,105,8,104,7,11,25,14,17,24,27,17,15
60,34,37064,8,14014,1,35102,3,5600715,128,1,107,8,206,9,119,10,25,20,18,4,17,9,27,5
